cities,areas,rooms
city-11,area-1,"{'name': 'lflkjinrkmka', 'phone': '3181543155', 'price': 1000}"
city-11,area-1,"{'name': 'rezwioziay', 'phone': '1866291966', 'price': 2500}"
city-11,area-1,"{'name': 'ycztytslbskfsa', 'phone': '3368468168', 'price': 2500}"
city-11,area-1,"{'name': 'byvimyv', 'phone': '7741340533', 'price': 2000}"
city-11,area-1,"{'name': 'aojxyspehxmewb', 'phone': '2121671843', 'price': 2500}"
city-11,area-1,"{'name': 'qpwymsmfpwdjg', 'phone': '1112177318', 'price': 2500}"
city-11,area-1,"{'name': 'sxmtvdo', 'phone': '6786404012', 'price': 1500}"
city-11,area-1,"{'name': 'viwsnwnqgngps', 'phone': '3068434104', 'price': 1000}"
city-11,area-2,"{'name': 'jjtxyynmf', 'phone': '7619034675', 'price': 1500}"
city-11,area-2,"{'name': 'eatxisyahvv', 'phone': '5104526958', 'price': 1500}"
city-11,area-2,"{'name': 'vetovuczh', 'phone': '4437022845', 'price': 2000}"
city-11,area-2,"{'name': 'vnchrmjub', 'phone': '1268756951', 'price': 2000}"
city-11,area-2,"{'name': 'qkmkmrcpckd', 'phone': '4600422923', 'price': 2500}"
city-11,area-2,"{'name': 'bxdodlw', 'phone': '5366528064', 'price': 1000}"
city-11,area-2,"{'name': 'jaavlmv', 'phone': '2403797736', 'price': 1000}"
city-11,area-2,"{'name': 'kbujtwytvlsxqn', 'phone': '2007742120', 'price': 1000}"
city-11,area-2,"{'name': 'ntyksqjk', 'phone': '3592713894', 'price': 2000}"
city-11,area-3,"{'name': 'asgaviafawcu', 'phone': '9858534234', 'price': 2500}"
city-11,area-3,"{'name': 'lxqhtjavk', 'phone': '6743332500', 'price': 1000}"
city-11,area-4,"{'name': 'dqcjapbf', 'phone': '2088126755', 'price': 1000}"
city-11,area-4,"{'name': 'bqepfthzgw', 'phone': '5884879362', 'price': 2500}"
city-11,area-4,"{'name': 'rlahwzstv', 'phone': '3428537122', 'price': 2000}"
city-11,area-4,"{'name': 'ykiqerk', 'phone': '7417224617', 'price': 1000}"
city-11,area-5,"{'name': 'bwfdylbgsjc', 'phone': '2654566734', 'price': 1000}"
city-11,area-5,"{'name': 'rxnknjedipmk', 'phone': '4498473173', 'price': 1000}"
city-11,area-5,"{'name': 'mjfmfmxlcj', 'phone': '4824556051', 'price': 1500}"
city-11,area-5,"{'name': 'yettxamdwpqil', 'phone': '3603760549', 'price': 1000}"
city-11,area-5,"{'name': 'hbvyzixtxivvm', 'phone': '3909278721', 'price': 1500}"
city-11,area-5,"{'name': 'gvnuujdb', 'phone': '7760371845', 'price': 1500}"
city-11,area-5,"{'name': 'dzgunmjykth', 'phone': '4175921035', 'price': 2500}"
city-11,area-6,"{'name': 'ypsskpvxm', 'phone': '7866976910', 'price': 1000}"
city-11,area-6,"{'name': 'aqybiof', 'phone': '6991363740', 'price': 2500}"
city-11,area-6,"{'name': 'hjmmwuqzrjgwt', 'phone': '7437783868', 'price': 1000}"
city-11,area-6,"{'name': 'xdtubvleuukmb', 'phone': '3600990296', 'price': 1000}"
city-11,area-6,"{'name': 'qrvxlahrt', 'phone': '9639816516', 'price': 1000}"
city-11,area-6,"{'name': 'dkfghkekydxdoc', 'phone': '1611733194', 'price': 1500}"
city-11,area-6,"{'name': 'snvgismc', 'phone': '3181227871', 'price': 2000}"
city-11,area-6,"{'name': 'ewxbfbcl', 'phone': '4354508490', 'price': 1500}"
city-11,area-7,"{'name': 'qzhykximpi', 'phone': '5789385620', 'price': 2000}"
city-11,area-7,"{'name': 'ueqajtmgwyzaf', 'phone': '7127505389', 'price': 2000}"
city-11,area-7,"{'name': 'wmpfzinsva', 'phone': '3109031965', 'price': 2500}"
city-11,area-7,"{'name': 'dcuroltqreb', 'phone': '1245558523', 'price': 2000}"
city-11,area-7,"{'name': 'dmmxlxxv', 'phone': '6237960316', 'price': 1500}"
city-11,area-7,"{'name': 'fykuidjm', 'phone': '9958147714', 'price': 1000}"
city-11,area-8,"{'name': 'jzjewvme', 'phone': '5756432985', 'price': 1500}"
city-11,area-8,"{'name': 'gltffneeze', 'phone': '3291026482', 'price': 1500}"
city-11,area-9,"{'name': 'faakuhqqqwg', 'phone': '7616113542', 'price': 2500}"
city-12,area-0,"{'name': 'cobgoqmkf', 'phone': '5513308645', 'price': 2000}"
city-12,area-0,"{'name': 'wouekfcmopenre', 'phone': '9649497879', 'price': 2000}"
city-12,area-0,"{'name': 'psnpczbtjz', 'phone': '5438064575', 'price': 1500}"
city-12,area-0,"{'name': 'aghrifcpjajcfq', 'phone': '6415185988', 'price': 1500}"
city-12,area-0,"{'name': 'cnsrrpfooumpao', 'phone': '2460604468', 'price': 1500}"
city-12,area-0,"{'name': 'smeqrwhtygzj', 'phone': '2076514909', 'price': 1000}"
city-12,area-0,"{'name': 'mbyrjsmgkiginh', 'phone': '3603430064', 'price': 1500}"
city-12,area-0,"{'name': 'wfscsokkkgmmf', 'phone': '6352511677', 'price': 1500}"
city-12,area-1,"{'name': 'khbivkjcr', 'phone': '9165956071', 'price': 2500}"
city-12,area-1,"{'name': 'rqlgovrirj', 'phone': '9842636416', 'price': 2000}"
city-12,area-1,"{'name': 'jujuxchmscg', 'phone': '8056479709', 'price': 2500}"
city-12,area-1,"{'name': 'fczypbfmumuw', 'phone': '4747671264', 'price': 2500}"
city-12,area-1,"{'name': 'qldilyggj', 'phone': '1349213589', 'price': 1500}"
city-12,area-1,"{'name': 'coaufhmoqn', 'phone': '7059235510', 'price': 2500}"
city-12,area-1,"{'name': 'qidkndt', 'phone': '2970767150', 'price': 1000}"
city-12,area-2,"{'name': 'bztkixqjussbe', 'phone': '5423811840', 'price': 1000}"
city-12,area-2,"{'name': 'xnkdwgrnticoj', 'phone': '4515650009', 'price': 2000}"
city-12,area-3,"{'name': 'cupswljjpnd', 'phone': '2477299451', 'price': 2500}"
city-12,area-4,"{'name': 'nwndbtorlzmgig', 'phone': '7147591062', 'price': 1500}"
city-12,area-4,"{'name': 'zqkkmgxfyi', 'phone': '1782726651', 'price': 2000}"
city-12,area-4,"{'name': 'ihkuelpxsw', 'phone': '7114881049', 'price': 2000}"
city-12,area-5,"{'name': 'fskvjiexmgw', 'phone': '8348690327', 'price': 2000}"
city-12,area-5,"{'name': 'likzurnyubwc', 'phone': '3965056391', 'price': 1500}"
city-12,area-5,"{'name': 'ufmfqqnsj', 'phone': '6957993084', 'price': 1500}"
city-12,area-5,"{'name': 'yjmjiibic', 'phone': '7358731660', 'price': 1000}"
city-12,area-5,"{'name': 'vcqigyz', 'phone': '1550617070', 'price': 1500}"
city-12,area-5,"{'name': 'evzxaiumknj', 'phone': '7704019242', 'price': 2500}"
city-12,area-5,"{'name': 'ggyuesuopxd', 'phone': '4356549766', 'price': 1500}"
city-12,area-6,"{'name': 'wslfdqpqji', 'phone': '8147625149', 'price': 1500}"
city-12,area-6,"{'name': 'uafpvdvik', 'phone': '9137535339', 'price': 2500}"
city-12,area-6,"{'name': 'yvoeyamsj', 'phone': '3471962160', 'price': 1000}"
city-12,area-6,"{'name': 'yqjatyqs', 'phone': '8645457537', 'price': 1500}"
city-12,area-6,"{'name': 'exinhkgiwxng', 'phone': '3270562914', 'price': 1000}"
city-12,area-6,"{'name': 'okhixqgfdx', 'phone': '4684414754', 'price': 2000}"
city-12,area-6,"{'name': 'wwuhuslzcj', 'phone': '6347790524', 'price': 1000}"
city-12,area-7,"{'name': 'vcrdosksdj', 'phone': '7499492842', 'price': 1500}"
city-12,area-7,"{'name': 'gjyvccpcwv', 'phone': '8776963027', 'price': 1000}"
city-12,area-8,"{'name': 'kuibzqgeqm', 'phone': '5447274096', 'price': 2000}"
city-12,area-8,"{'name': 'ryshytbjh', 'phone': '9744262027', 'price': 1000}"
city-12,area-9,"{'name': 'woiwvnjhmqecni', 'phone': '6265285770', 'price': 1500}"
city-12,area-9,"{'name': 'vanpvstea', 'phone': '7052490312', 'price': 1500}"
city-12,area-9,"{'name': 'pqjccianijk', 'phone': '9408674024', 'price': 1500}"
city-12,area-9,"{'name': 'jootqdwf', 'phone': '3458431583', 'price': 2500}"
city-12,area-9,"{'name': 'rodiocvjfrwl', 'phone': '5275971682', 'price': 2500}"
city-12,area-9,"{'name': 'dlepyygy', 'phone': '7964893564', 'price': 2000}"
city-13,area-0,"{'name': 'xseklmfnnly', 'phone': '9209029394', 'price': 2000}"
city-13,area-0,"{'name': 'lxxifqxzwofy', 'phone': '4593882302', 'price': 2000}"
city-13,area-0,"{'name': 'bcsiedxpckzkp', 'phone': '2235728258', 'price': 1500}"
city-13,area-0,"{'name': 'opctslphmzmxo', 'phone': '1091505137', 'price': 2500}"
city-13,area-0,"{'name': 'zzuxkvkbqtzhun', 'phone': '1116586744', 'price': 2500}"
city-13,area-1,"{'name': 'vqjqqpteaviel', 'phone': '8937751229', 'price': 1500}"
city-13,area-2,"{'name': 'evvxmfrz', 'phone': '7877324004', 'price': 2000}"
city-13,area-2,"{'name': 'fkttdndofdgxmi', 'phone': '1362733129', 'price': 2500}"
city-13,area-2,"{'name': 'jafdotnj', 'phone': '3089861268', 'price': 1500}"
city-13,area-3,"{'name': 'yfcfqajgptuuk', 'phone': '4089892627', 'price': 2000}"
city-13,area-3,"{'name': 'buslsdzoxzxbvl', 'phone': '9398662396', 'price': 1000}"
city-13,area-3,"{'name': 'wuawbkaactc', 'phone': '6158317063', 'price': 2000}"
city-13,area-3,"{'name': 'ourtbokrhfsb', 'phone': '6340550953', 'price': 2000}"
city-13,area-3,"{'name': 'dyjzykrjc', 'phone': '3825260741', 'price': 1500}"
city-13,area-3,"{'name': 'ozniknlhtt', 'phone': '5203091906', 'price': 1000}"
city-13,area-3,"{'name': 'wbszwahphswzy', 'phone': '5006857356', 'price': 1500}"
city-13,area-4,"{'name': 'ueyeltusn', 'phone': '6791827836', 'price': 1500}"
city-13,area-4,"{'name': 'liebyrcreusi', 'phone': '9983296151', 'price': 1000}"
city-13,area-4,"{'name': 'wfbgvdjfblqdg', 'phone': '7024675507', 'price': 1500}"
city-13,area-4,"{'name': 'hkxnlpproqqvc', 'phone': '2894102926', 'price': 2000}"
city-13,area-4,"{'name': 'tuxilsyk', 'phone': '7207383922', 'price': 2000}"
city-13,area-4,"{'name': 'ioahodw', 'phone': '1706542398', 'price': 2000}"
city-13,area-4,"{'name': 'pkcearkyveq', 'phone': '3798431514', 'price': 2500}"
city-13,area-5,"{'name': 'nwcclxooircoo', 'phone': '4459801245', 'price': 2000}"
city-13,area-5,"{'name': 'eiifrjjytrij', 'phone': '1154887135', 'price': 2500}"
city-13,area-5,"{'name': 'vtxxgxemprh', 'phone': '5288512449', 'price': 2500}"
city-13,area-5,"{'name': 'bczfmxq', 'phone': '9464026623', 'price': 2500}"
city-13,area-5,"{'name': 'mcpgugb', 'phone': '9723365021', 'price': 2000}"
city-13,area-5,"{'name': 'tkontjl', 'phone': '3624215329', 'price': 2000}"
city-13,area-5,"{'name': 'fkeguqgzijvnb', 'phone': '2443768066', 'price': 1000}"
city-13,area-5,"{'name': 'wfuobag', 'phone': '6751447092', 'price': 1500}"
city-13,area-5,"{'name': 'izfdvicrgpo', 'phone': '5966291854', 'price': 1500}"
city-13,area-5,"{'name': 'vnzhkgcdaquafu', 'phone': '3224787977', 'price': 1500}"
city-13,area-6,"{'name': 'rygrldk', 'phone': '3002828747', 'price': 1000}"
city-13,area-6,"{'name': 'admtimcsunbh', 'phone': '1921905631', 'price': 1000}"
city-13,area-6,"{'name': 'plaqazhoaerjw', 'phone': '2101696233', 'price': 1500}"
city-13,area-6,"{'name': 'omdxgcufjk', 'phone': '9005462968', 'price': 2500}"
city-13,area-6,"{'name': 'coqbueuwpgttbu', 'phone': '6878604071', 'price': 1000}"
city-13,area-7,"{'name': 'gjqktjgjzc', 'phone': '5295750291', 'price': 1000}"
city-13,area-7,"{'name': 'xqbfgixuqr', 'phone': '5677584632', 'price': 2000}"
city-13,area-7,"{'name': 'igcasntwokkpq', 'phone': '6557398592', 'price': 1000}"
city-13,area-8,"{'name': 'cpcjoxhhrgapnz', 'phone': '4428247474', 'price': 2500}"
city-13,area-8,"{'name': 'duahjogv', 'phone': '4502868144', 'price': 1500}"
city-13,area-8,"{'name': 'reozzohyp', 'phone': '4466460893', 'price': 2000}"
city-13,area-8,"{'name': 'lrdofjwgqomvjo', 'phone': '9975928741', 'price': 2500}"
city-13,area-8,"{'name': 'fzxomsufgtil', 'phone': '3094040514', 'price': 1000}"
city-13,area-8,"{'name': 'zxjpdvvowoh', 'phone': '9786119168', 'price': 1500}"
city-13,area-8,"{'name': 'ibaqbujlvoq', 'phone': '4874439786', 'price': 2500}"
city-13,area-8,"{'name': 'vbelhtbzhgw', 'phone': '3988331320', 'price': 2000}"
city-13,area-8,"{'name': 'pppjndm', 'phone': '7167619016', 'price': 2000}"
city-13,area-9,"{'name': 'ksebkbsqexpo', 'phone': '8859324424', 'price': 1000}"
city-13,area-9,"{'name': 'iolnwrvpguf', 'phone': '4590211134', 'price': 1000}"
city-13,area-9,"{'name': 'pjsbazivdsd', 'phone': '4291394356', 'price': 1500}"
city-13,area-9,"{'name': 'hgbvlchmzc', 'phone': '9971305925', 'price': 2500}"
city-13,area-9,"{'name': 'bzbozxaya', 'phone': '1006251828', 'price': 2000}"
city-13,area-9,"{'name': 'kzkmyxk', 'phone': '6205561305', 'price': 1000}"
city-13,area-9,"{'name': 'ciqdxysobnmsw', 'phone': '5825627474', 'price': 1000}"
city-13,area-9,"{'name': 'tqfuidvxjiclk', 'phone': '1261156142', 'price': 2500}"
city-13,area-9,"{'name': 'ujmsowcudxziq', 'phone': '3550086585', 'price': 2000}"
city-14,area-0,"{'name': 'yubqwuxfce', 'phone': '4744852780', 'price': 2000}"
city-14,area-1,"{'name': 'tmvdrtlg', 'phone': '4571051582', 'price': 2000}"
city-14,area-1,"{'name': 'aygswfkalok', 'phone': '7544542175', 'price': 2000}"
city-14,area-1,"{'name': 'ahmyscvoncsfhb', 'phone': '1631109105', 'price': 2500}"
city-14,area-1,"{'name': 'gwyzurjsb', 'phone': '4613159675', 'price': 1000}"
city-14,area-2,"{'name': 'hkfxansdfwec', 'phone': '8115982817', 'price': 1000}"
city-14,area-2,"{'name': 'npalnjgay', 'phone': '4078499415', 'price': 1000}"
city-14,area-2,"{'name': 'pyevglniamafyv', 'phone': '5952436110', 'price': 2000}"
city-14,area-2,"{'name': 'opimbyamibx', 'phone': '7982805043', 'price': 1500}"
city-14,area-3,"{'name': 'wklhbbhlqkgyr', 'phone': '7411803292', 'price': 2500}"
city-14,area-3,"{'name': 'qhvqlwnz', 'phone': '6931784069', 'price': 2500}"
city-14,area-3,"{'name': 'gasubjh', 'phone': '1822109668', 'price': 1500}"
city-14,area-3,"{'name': 'llyoogs', 'phone': '2836991663', 'price': 1500}"
city-14,area-4,"{'name': 'isgebicek', 'phone': '2716378752', 'price': 2500}"
city-14,area-4,"{'name': 'znvtlqhhxz', 'phone': '1060877151', 'price': 1000}"
city-14,area-4,"{'name': 'yrbminfqi', 'phone': '2265834415', 'price': 1500}"
city-14,area-4,"{'name': 'fpbagpximxe', 'phone': '6827341170', 'price': 2000}"
city-14,area-4,"{'name': 'rozxvkfkdh', 'phone': '1011137861', 'price': 1500}"
city-14,area-4,"{'name': 'hhofvqcyj', 'phone': '5732504412', 'price': 2500}"
city-14,area-5,"{'name': 'bigetnevxlt', 'phone': '9248843445', 'price': 1500}"
city-14,area-5,"{'name': 'illmgqbeedso', 'phone': '6852067915', 'price': 1000}"
city-14,area-5,"{'name': 'fswqkdifsvlskn', 'phone': '1433364339', 'price': 1000}"
city-14,area-5,"{'name': 'lkeqfhiborbhk', 'phone': '9311313819', 'price': 2500}"
city-14,area-5,"{'name': 'audmlewxy', 'phone': '6901176073', 'price': 2000}"
city-14,area-5,"{'name': 'uumqrpojdncl', 'phone': '4088757527', 'price': 1000}"
city-14,area-5,"{'name': 'xzdmvshesdz', 'phone': '5148746145', 'price': 1000}"
city-14,area-5,"{'name': 'nuxnzhpxlrsc', 'phone': '9971786834', 'price': 2000}"
city-14,area-5,"{'name': 'rhwbbjwxipypu', 'phone': '4023955915', 'price': 2500}"
city-14,area-6,"{'name': 'eskerrbeaisz', 'phone': '8782442117', 'price': 1500}"
city-14,area-6,"{'name': 'iatsecjw', 'phone': '7214115746', 'price': 2500}"
city-14,area-6,"{'name': 'wyimoij', 'phone': '1979281894', 'price': 1500}"
city-14,area-6,"{'name': 'xotoiwvk', 'phone': '4170903686', 'price': 2500}"
city-14,area-6,"{'name': 'rgkmmxxmzskdc', 'phone': '8778815537', 'price': 2000}"
city-14,area-6,"{'name': 'dhpfrestfhves', 'phone': '4998508324', 'price': 2500}"
city-14,area-6,"{'name': 'egfftkukbsds', 'phone': '2449077373', 'price': 1000}"
city-14,area-6,"{'name': 'mogouesu', 'phone': '8475694065', 'price': 2000}"
city-14,area-6,"{'name': 'cosfcczuuf', 'phone': '3229040577', 'price': 1000}"
city-14,area-7,"{'name': 'folbceuuadj', 'phone': '8111583746', 'price': 2000}"
city-14,area-7,"{'name': 'gmchdfj', 'phone': '1479539571', 'price': 2500}"
city-14,area-7,"{'name': 'ppybwmbewiqmmk', 'phone': '9653083109', 'price': 2000}"
city-14,area-7,"{'name': 'grzrqge', 'phone': '8684443516', 'price': 2000}"
city-14,area-7,"{'name': 'ugsttstdpsc', 'phone': '5221772445', 'price': 1500}"
city-14,area-7,"{'name': 'hhjdops', 'phone': '1647373553', 'price': 2000}"
city-14,area-7,"{'name': 'emwcgrwr', 'phone': '7896749326', 'price': 2500}"
city-14,area-7,"{'name': 'eqkhkeekrqsx', 'phone': '9383119497', 'price': 1000}"
city-14,area-8,"{'name': 'omaiegtwqc', 'phone': '8338887229', 'price': 2000}"
city-14,area-9,"{'name': 'skliazwzrdq', 'phone': '8835238128', 'price': 1500}"
city-14,area-9,"{'name': 'liikyppncrqe', 'phone': '4497555940', 'price': 1000}"
city-14,area-9,"{'name': 'ptupgelouackoy', 'phone': '9857089265', 'price': 2500}"
city-14,area-9,"{'name': 'keasjoblqz', 'phone': '5966055889', 'price': 1500}"
city-15,area-0,"{'name': 'zrymflykdo', 'phone': '1901893165', 'price': 2000}"
city-15,area-0,"{'name': 'lghzxuu', 'phone': '8992516251', 'price': 1500}"
city-15,area-0,"{'name': 'cfhvvjd', 'phone': '9659532327', 'price': 1000}"
city-15,area-0,"{'name': 'bkwajgym', 'phone': '1669452834', 'price': 1000}"
city-15,area-0,"{'name': 'roplgwbbp', 'phone': '9875744536', 'price': 1500}"
city-15,area-0,"{'name': 'juokfrjqiqobh', 'phone': '3739354224', 'price': 1500}"
city-15,area-1,"{'name': 'vpoxgauv', 'phone': '1553678484', 'price': 1000}"
city-15,area-1,"{'name': 'jbnapfpjvkrd', 'phone': '6420022342', 'price': 1000}"
city-15,area-1,"{'name': 'mbxwmdqqwrz', 'phone': '5934713204', 'price': 1500}"
city-15,area-1,"{'name': 'reufaerc', 'phone': '5914161961', 'price': 2000}"
city-15,area-2,"{'name': 'twhdxrewm', 'phone': '6615807437', 'price': 2500}"
city-15,area-2,"{'name': 'cttaguufvvahd', 'phone': '9375646745', 'price': 2000}"
city-15,area-2,"{'name': 'gijtryybsupy', 'phone': '6483813786', 'price': 2000}"
city-15,area-2,"{'name': 'xuuxpuntbzrr', 'phone': '5865784924', 'price': 1000}"
city-15,area-3,"{'name': 'jbfphkspltjjnm', 'phone': '9917244717', 'price': 2000}"
city-15,area-3,"{'name': 'hagwbqjdtuxvnx', 'phone': '1865236037', 'price': 1500}"
city-15,area-3,"{'name': 'mipaiowxp', 'phone': '1064304675', 'price': 2000}"
city-15,area-3,"{'name': 'lldxuyu', 'phone': '7848538774', 'price': 1500}"
city-15,area-3,"{'name': 'gshtquvtbwin', 'phone': '5500379014', 'price': 2000}"
city-15,area-3,"{'name': 'mhxmpocufxd', 'phone': '3931274095', 'price': 1500}"
city-15,area-4,"{'name': 'wschwspvyzfnk', 'phone': '5636034254', 'price': 1000}"
city-15,area-4,"{'name': 'eaucnuq', 'phone': '6404796038', 'price': 2500}"
city-15,area-4,"{'name': 'fiipwvwnmeqfti', 'phone': '8199218259', 'price': 1000}"
city-15,area-4,"{'name': 'qystdrmqrco', 'phone': '5985112910', 'price': 1000}"
city-15,area-4,"{'name': 'zpddxmkw', 'phone': '1211206757', 'price': 2500}"
city-15,area-4,"{'name': 'juklajiuydpibt', 'phone': '4282249668', 'price': 1500}"
city-15,area-4,"{'name': 'vlbclzd', 'phone': '9682111588', 'price': 2500}"
city-15,area-4,"{'name': 'lwgfachr', 'phone': '2991037010', 'price': 2500}"
city-15,area-4,"{'name': 'paeqbexpc', 'phone': '4763630739', 'price': 1500}"
city-15,area-4,"{'name': 'jjhqghumgyduwm', 'phone': '4049843170', 'price': 2000}"
city-15,area-5,"{'name': 'ytvobsnht', 'phone': '9524381633', 'price': 1000}"
city-15,area-5,"{'name': 'msgzhtkkstbktx', 'phone': '4630862335', 'price': 2000}"
city-15,area-5,"{'name': 'wcwezryklsg', 'phone': '1304526147', 'price': 1500}"
city-15,area-5,"{'name': 'tanphsyo', 'phone': '9872741796', 'price': 2500}"
city-15,area-5,"{'name': 'gwulxbtzqb', 'phone': '6775314449', 'price': 2000}"
city-15,area-5,"{'name': 'ovheuutfebyjdx', 'phone': '5188789905', 'price': 2000}"
city-15,area-5,"{'name': 'emgjaorqjrrh', 'phone': '6748440601', 'price': 2500}"
city-15,area-5,"{'name': 'sbkonaru', 'phone': '7307660345', 'price': 2500}"
city-15,area-5,"{'name': 'dlmolkxs', 'phone': '7533298655', 'price': 1500}"
city-15,area-6,"{'name': 'cieqocetjvmtvu', 'phone': '6763993969', 'price': 2000}"
city-15,area-6,"{'name': 'knppqjgblejf', 'phone': '1229397166', 'price': 2000}"
city-15,area-6,"{'name': 'btwohxks', 'phone': '1733536888', 'price': 2000}"
city-15,area-6,"{'name': 'xfwynymrwbcimu', 'phone': '6313939167', 'price': 2500}"
city-15,area-6,"{'name': 'jvushhxxkt', 'phone': '7109133713', 'price': 2000}"
city-15,area-7,"{'name': 'fjkodcaljvhny', 'phone': '7852788526', 'price': 2500}"
city-15,area-7,"{'name': 'zzlwxlv', 'phone': '4318846865', 'price': 2500}"
city-15,area-7,"{'name': 'jvyvqox', 'phone': '1276326640', 'price': 1000}"
city-15,area-7,"{'name': 'aoybjtcrgpjtsa', 'phone': '2117886778', 'price': 1500}"
city-15,area-7,"{'name': 'zyhjrztsh', 'phone': '9074000896', 'price': 2000}"
city-15,area-7,"{'name': 'czicdsjd', 'phone': '4046173474', 'price': 1500}"
city-15,area-8,"{'name': 'ijgwloypfhpjdn', 'phone': '8044437973', 'price': 2500}"
city-15,area-8,"{'name': 'xecwsxppzilk', 'phone': '7313259895', 'price': 1000}"
city-15,area-9,"{'name': 'xnvpogep', 'phone': '2804754424', 'price': 1000}"
city-15,area-9,"{'name': 'bebpnfehlhao', 'phone': '4834336651', 'price': 2500}"
city-15,area-9,"{'name': 'qyuqrqdirjl', 'phone': '2843190887', 'price': 2000}"
city-15,area-9,"{'name': 'qfinwdstywr', 'phone': '8535534011', 'price': 1500}"
city-15,area-9,"{'name': 'awcbpzwvdbmxg', 'phone': '1485110551', 'price': 2000}"
city-16,area-0,"{'name': 'seciyqxohdl', 'phone': '9136953644', 'price': 2000}"
city-16,area-0,"{'name': 'absxapsleckgf', 'phone': '2920772017', 'price': 1000}"
city-16,area-0,"{'name': 'wdlxffpy', 'phone': '7808083133', 'price': 2000}"
city-16,area-0,"{'name': 'yojxmljwui', 'phone': '3385739152', 'price': 1500}"
city-16,area-1,"{'name': 'pxzaudnoq', 'phone': '6720763265', 'price': 2000}"
city-16,area-1,"{'name': 'uwhrunqmtbwnoo', 'phone': '6719133893', 'price': 1000}"
city-16,area-1,"{'name': 'moamjmtoa', 'phone': '7033759851', 'price': 1500}"
city-16,area-1,"{'name': 'yxpvfudtiaxzo', 'phone': '3722353766', 'price': 1000}"
city-16,area-1,"{'name': 'ulwurlre', 'phone': '6149154962', 'price': 1000}"
city-16,area-2,"{'name': 'xqdxidvxsdcz', 'phone': '6514378682', 'price': 1000}"
city-16,area-2,"{'name': 'kwmdduhv', 'phone': '5247793701', 'price': 2500}"
city-16,area-2,"{'name': 'ttotcpsqpydet', 'phone': '1343766055', 'price': 1000}"
city-16,area-2,"{'name': 'lufgkvjigkqnx', 'phone': '4056121324', 'price': 1000}"
city-16,area-3,"{'name': 'bpyveqkjgm', 'phone': '9889919550', 'price': 1500}"
city-16,area-3,"{'name': 'zzscqerg', 'phone': '4650862139', 'price': 2000}"
city-16,area-3,"{'name': 'svdhxqcxgwvptw', 'phone': '6152267349', 'price': 2000}"
city-16,area-3,"{'name': 'lomyywyspx', 'phone': '6567375577', 'price': 2000}"
city-16,area-3,"{'name': 'kcrpwrafhaxrb', 'phone': '9016929206', 'price': 1500}"
city-16,area-3,"{'name': 'qwybrcoyjv', 'phone': '3373881212', 'price': 2000}"
city-16,area-4,"{'name': 'xxflxatiiu', 'phone': '9858432843', 'price': 1500}"
city-16,area-4,"{'name': 'wdmrdznw', 'phone': '3773893080', 'price': 1500}"
city-16,area-4,"{'name': 'anhrwab', 'phone': '6626701208', 'price': 2000}"
city-16,area-4,"{'name': 'knviovsddhp', 'phone': '9537622992', 'price': 1500}"
city-16,area-4,"{'name': 'eqjxdjr', 'phone': '5522383179', 'price': 2000}"
city-16,area-4,"{'name': 'vtepybi', 'phone': '8256109725', 'price': 1500}"
city-16,area-4,"{'name': 'lsnmwnmg', 'phone': '7588389811', 'price': 2500}"
city-16,area-4,"{'name': 'ysmmghxorz', 'phone': '6271025831', 'price': 2500}"
city-16,area-5,"{'name': 'njbywofrsaakqt', 'phone': '8794667859', 'price': 2000}"
city-16,area-5,"{'name': 'ewcakglldrupr', 'phone': '8567783667', 'price': 1500}"
city-16,area-6,"{'name': 'rmbbzubhfsi', 'phone': '1834215415', 'price': 2000}"
city-16,area-7,"{'name': 'wxnvqiamqdhn', 'phone': '8333585962', 'price': 1000}"
city-16,area-7,"{'name': 'izreeqr', 'phone': '6534505445', 'price': 1500}"
city-16,area-7,"{'name': 'utycxfwgodb', 'phone': '9922417808', 'price': 2000}"
city-16,area-7,"{'name': 'klsfimcbbpah', 'phone': '2558744653', 'price': 1500}"
city-16,area-7,"{'name': 'lphvxbuuh', 'phone': '1663146187', 'price': 1500}"
city-16,area-7,"{'name': 'ytkaglppfzyjly', 'phone': '2770688623', 'price': 2500}"
city-16,area-7,"{'name': 'vcyygwzrkxemf', 'phone': '9868160593', 'price': 2500}"
city-16,area-7,"{'name': 'qcwrtql', 'phone': '2743981532', 'price': 1500}"
city-16,area-7,"{'name': 'yqghqhrhvu', 'phone': '7205626516', 'price': 2500}"
city-16,area-8,"{'name': 'zqgarauvk', 'phone': '6638190411', 'price': 1500}"
city-16,area-8,"{'name': 'nhyyyivni', 'phone': '7307714692', 'price': 1000}"
city-16,area-8,"{'name': 'tzisdamey', 'phone': '1677034236', 'price': 2000}"
city-16,area-9,"{'name': 'owdlresmclsdt', 'phone': '8157541997', 'price': 2500}"
city-16,area-9,"{'name': 'qlotfovmczxjen', 'phone': '6822373932', 'price': 1000}"
city-16,area-9,"{'name': 'igetwpdhqjwq', 'phone': '9258416490', 'price': 1500}"
city-17,area-0,"{'name': 'bgzwmubidxlr', 'phone': '9130200974', 'price': 2500}"
city-17,area-0,"{'name': 'chifmgceamjk', 'phone': '9294539506', 'price': 1500}"
city-17,area-0,"{'name': 'gxnbvlfnwj', 'phone': '4091962595', 'price': 1000}"
city-17,area-0,"{'name': 'ndvylscrbug', 'phone': '8179026106', 'price': 2000}"
